Function Name,File Name,Project,Initial Statement Coverage,Total Statement Coverage,Statement Coverage Change,Initial Branch Coverage,Total Branch Coverage,Branch Coverage Change
XMLDeclaration_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLDeclaration_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLDocument_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,66.67,88.89,22.22,37.5,62.5,25.0
XMLDocument_DeepCopy_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLDocument_DeleteNode_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,66.67,66.67,0.0
XMLDocument_Identify_charmul_XMLNodemulmul_bool_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLDocument_MarkInUse_XMLNode_constmul_const_,tinyxml2.cpp,tinyxml2,90.0,90.0,0.0,37.5,37.5,0.0
XMLDocument_Parse_char_constmul_size_t_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,87.5,87.5,0.0
XMLElement_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,88.89,88.89,0.0,37.5,37.5,0.0
XMLElement_Attribute_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_DeleteAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,90.91,100.0,9.09,83.33,83.33,0.0
XMLElement_DeleteAttribute_XMLAttributemul_,tinyxml2.cpp,tinyxml2,80.0,80.0,0.0,50.0,50.0,0.0
XMLElement_FindAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_GetText_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryBoolText_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryDoubleText_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryFloatText_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryInt64Text_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryIntText_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryUnsigned64Text_uint64_tmul_,tinyxml2.cpp,tinyxml2,83.33,100.0,16.67,75.0,100.0,25.0
XMLElement_QueryUnsignedText_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_SetText_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,0.0,73.33,73.33,0.0,50.0,50.0
XMLNode_ChildElementCount_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_ChildElementCount_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_DeepClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,90.91,100.0,9.09,50.0,66.67,16.67
XMLNode_DeleteChildren_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_DeleteChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_FirstChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,14.29,100.0,85.71,0.0,75.0,75.0
XMLNode_InsertAfterChild_XMLNodemul_XMLNodemul_,tinyxml2.cpp,tinyxml2,69.57,69.57,0.0,43.75,43.75,0.0
XMLNode_InsertEndChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,65.22,65.22,0.0,28.57,28.57,0.0
XMLNode_InsertFirstChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,65.22,100.0,34.78,28.57,42.86,14.29
XMLNode_LastChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLNode_NextSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,42.86,42.86,0.0,0.0,0.0,0.0
XMLNode_PreviousSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLNode_SetValue_char_constmul_bool_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_Value_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLPrinter_CloseElement_bool_,tinyxml2.cpp,tinyxml2,0.0,93.33,93.33,0.0,75.0,75.0
XMLPrinter_VisitEnter_XMLDocument_const_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLPrinter_VisitEnter_XMLElement_const_XMLAttribute_constmul_,tinyxml2.cpp,tinyxml2,66.67,100.0,33.33,50.0,100.0,50.0
XMLPrinter_XMLPrinter_FILEmul_bool_int_EscapeAposCharsInAttributes_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,62.5,62.5,0.0
XMLText_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLText_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLText_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUnknown_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUnknown_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUnknown_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUtil_ConvertUTF32ToUTF8_unsigned_long_charmul_intmul_,tinyxml2.cpp,tinyxml2,93.1,93.1,0.0,80.0,80.0,0.0
XMLUtil_GetCharacterRef_char_constmul_charmul_intmul_,tinyxml2.cpp,tinyxml2,92.0,94.0,2.0,76.92,80.77,3.85
XMLUtil_ReadBOM_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,62.5,62.5,0.0
XMLUtil_SetBoolSerialization_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToBool_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,80.0,80.0,0.0
XMLUtil_ToDouble_char_constmul_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToFloat_char_constmul_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToInt64_char_constmul_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToInt_char_constmul_intmul_,tinyxml2.cpp,tinyxml2,87.5,100.0,12.5,66.67,83.33,16.67
XMLUtil_ToStr_bool_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_double_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_float_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_int64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_int_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_uint64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_unsigned_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToUnsigned64_char_constmul_uint64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToUnsigned_char_constmul_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
AVERAGE - tinyxml2,,tinyxml2,87.48,97.26,9.78,63.66,70.46,6.8
