Function Name,File Name,Project,Initial Statement Coverage,Total Statement Coverage,Statement Coverage Change,Initial Branch Coverage,Total Branch Coverage,Branch Coverage Change
_quote_Encodermul_std_string_const_bool_,hjson_encode.cpp,hjson_cpp,50.0,50.0,0.0,50.0,50.0,0.0
_writeIndent_Encodermul_int_,hjson_encode.cpp,hjson_cpp,100.0,100.0,0.0,75.0,75.0,0.0
_writeMapElemBegin_Encodermul_,hjson_encode.cpp,hjson_cpp,25.81,80.65,54.84,11.11,44.44,33.33
_writeValueBegin_Encodermul_,hjson_encode.cpp,hjson_cpp,0.0,38.46,38.46,0.0,23.08,23.08
_writeVectorElemBegin_Encodermul_,hjson_encode.cpp,hjson_cpp,31.43,88.57,57.14,18.18,63.64,45.45
Json_contains_std_string_const_,json.cpp,json_cpp,66.67,100.0,33.33,50.0,100.0,50.0
Json_getArray_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getBool_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getDouble_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getFloat_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getLong_,json.cpp,json_cpp,66.67,100.0,33.33,50.0,100.0,50.0
Json_getNumber_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getObject_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_getString_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_Json_char_constmul_,json.cpp,json_cpp,75.0,75.0,0.0,50.0,50.0,0.0
Json_Json_Json_,json.cpp,json_cpp,94.44,100.0,5.56,88.89,100.0,11.11
Json_Json_Json_const_,json.cpp,json_cpp,94.12,94.12,0.0,88.89,88.89,0.0
Json_Json_std_string_const_,json.cpp,json_cpp,0.0,0.0,0.0,0.0,0.0,0.0
Json_Json_unsigned_long_,json.cpp,json_cpp,60.0,60.0,0.0,50.0,50.0,0.0
Json_Json_unsigned_long_long_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_operatorequal_Json_,json.cpp,json_cpp,91.3,95.65,4.35,84.62,92.31,7.69
Json_operatorequal_Json_const_,json.cpp,json_cpp,95.45,100.0,4.55,92.31,100.0,7.69
Json_operator_size_t_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_operator_std_string_const_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_parse_std_string_const_,json.cpp,json_cpp,90.91,90.91,0.0,75.0,75.0,0.0
Json_setArray_,json.cpp,json_cpp,0.0,100.0,100.0,0.0,50.0,50.0
Json_setObject_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_StatusToString_Json_Status_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
Json_toStringPretty_,json.cpp,json_cpp,100.0,100.0,0.0,0.0,0.0,0.0
Json_toString_,json.cpp,json_cpp,100.0,100.0,0.0,0.0,0.0,0.0
LongToString_charmul_long_long_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
StringToDouble_char_constmul_size_t_intmul_,json.cpp,json_cpp,100.0,100.0,0.0,100.0,100.0,0.0
UlongToString_charmul_unsigned_long_long_,json.cpp,json_cpp,100.0,100.0,0.0,66.67,66.67,0.0
BArray_addOrModify_void_constmul_bool_,arr.cpp,jvar,0.0,87.5,87.5,0.0,66.67,66.67
BArray_clear_,arr.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
BArray_find_void_constmul_,arr.cpp,jvar,0.0,75.0,75.0,0.0,50.0,50.0
BArray_insert_int_void_constmul_,arr.cpp,jvar,89.47,89.47,0.0,62.5,62.5,0.0
BArray_remove_int_,arr.cpp,jvar,100.0,100.0,0.0,60.0,60.0,0.0
BArray_remove_void_constmul_,arr.cpp,jvar,0.0,100.0,100.0,0.0,100.0,100.0
BArray_useFixedMem_voidmul_intmul_int_,arr.cpp,jvar,100.0,100.0,0.0,50.0,50.0,0.0
KeywordArray_toKeywordSorted_uint_,arr.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
KeywordArray_toKeyword_uint_,arr.cpp,jvar,0.0,100.0,100.0,0.0,75.0,75.0
KeywordArray_toValue_char_constmul_,arr.cpp,jvar,0.0,100.0,100.0,0.0,75.0,75.0
replaceAll_std_string_jvar_StrMap_,arr.cpp,jvar,0.0,100.0,100.0,0.0,100.0,100.0
StrArray_compare_void_constmul_void_constmul_,arr.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
StrArray_join_char_constmul_,arr.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
StrArray_split_char_constmul_char_constmul_,arr.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
JsonParser_isString_StrBld_bool_,json.cpp,jvar,100.0,100.0,0.0,93.75,93.75,0.0
JsonParser_JsonParser_Variant_char_constmul_uint_,json.cpp,jvar,93.33,93.33,0.0,75.0,75.0,0.0
JsonParser_parseArray_Variant_,json.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
JsonParser_parseElements_Variant_,json.cpp,jvar,100.0,100.0,0.0,87.5,87.5,0.0
JsonParser_parseMembers_Variant_,json.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
JsonParser_parseNum_Variant_,json.cpp,jvar,54.55,54.55,0.0,33.33,33.33,0.0
JsonParser_parseObject_Variant_,json.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
JsonParser_parseString_Variant_,json.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
JsonParser_parseValue_Variant_,json.cpp,jvar,61.9,61.9,0.0,64.29,64.29,0.0
dbl2str_double_,str.cpp,jvar,0.0,100.0,100.0,0.0,0.0,0.0
equalCI_char_constmul_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
equal_char_constmul_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
formatr_char_constmul_,str.cpp,jvar,77.78,77.78,0.0,25.0,25.0,0.0
format_string_char_constmul_,str.cpp,jvar,71.43,71.43,0.0,25.0,25.0,0.0
int2str_longint_,str.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
lowerCase_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
makeUnicode_char_constmul_int_intmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
makeUTF8_uint_,str.cpp,jvar,0.0,100.0,100.0,0.0,100.0,100.0
Parser_captureDelim_char_constmul_,str.cpp,jvar,81.82,100.0,18.18,75.0,100.0,25.0
Parser_Parser_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Parser_setError_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathChild_std_string_const_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathParent_std_string_const_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathThisProc_char_constmul_,str.cpp,jvar,63.64,63.64,0.0,50.0,50.0,0.0
replaceAll_std_string_std_string_const_std_string_const_,str.cpp,jvar,0.0,100.0,100.0,0.0,100.0,100.0
Replacer_c_str_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Replacer_replace_int_int_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,83.33,83.33,0.0
Replacer_setSrc_char_constmul_,str.cpp,jvar,40.0,100.0,60.0,0.0,0.0,0.0
Replacer_str_,str.cpp,jvar,100.0,100.0,0.0,50.0,50.0,0.0
Splitter_get_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
str2baseint_string_const_int_boolmul_,str.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
str2dbl_string_const_boolmul_,str.cpp,jvar,0.0,100.0,100.0,0.0,50.0,50.0
StrBld_appendFmt_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
StrBld_appendVFmt_char_constmul_va_list_,str.cpp,jvar,88.24,88.24,0.0,66.67,66.67,0.0
StrBld_stripQuotes_bool_,str.cpp,jvar,100.0,100.0,0.0,66.67,66.67,0.0
strHashSedgewick_char_constmul_size_t_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
trimLeft_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
trimRight_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
upperCase_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
vformat_string_char_constmul_va_list_,str.cpp,jvar,0.0,58.82,58.82,0.0,33.33,33.33
Variant_addEnv_char_constmul_Variant_const_,var.cpp,jvar,50.0,100.0,50.0,25.0,50.0,25.0
Variant_addOrModifyProperty_char_constmul_,var.cpp,jvar,0.0,75.0,75.0,0.0,37.5,37.5
Variant_addProperty_char_constmul_Variant_const_,var.cpp,jvar,0.0,80.0,80.0,0.0,40.0,40.0
Variant_append_Variant_const_,var.cpp,jvar,0.0,80.0,80.0,0.0,66.67,66.67
Variant_createArray_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,66.67,66.67,0.0
Variant_createFunction_Variant_mul_Variant_Variant_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_createObject_char_constmul_,var.cpp,jvar,42.86,42.86,0.0,0.0,0.0,0.0
Variant_eq_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_extInterface_,var.cpp,jvar,100.0,100.0,0.0,83.33,83.33,0.0
Variant_format_char_constmul_,var.cpp,jvar,75.0,75.0,0.0,50.0,50.0,0.0
Variant_getKey_int_,var.cpp,jvar,0.0,66.67,66.67,0.0,50.0,50.0
Variant_hasProperty_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_indexOf_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,87.5,87.5,0.0
Variant_internalAdd_Variant_const_Variant_const_,var.cpp,jvar,93.33,93.33,0.0,92.86,92.86,0.0
Variant_internalSetPtr_Variant_constmul_,var.cpp,jvar,0.0,100.0,100.0,0.0,75.0,75.0
Variant_lastIndexOf_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_length_,var.cpp,jvar,60.0,80.0,20.0,50.0,75.0,25.0
Variant_makeJson_StrBld_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_operator_char_constmul_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_operator_int_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_parseJson_char_constmul_,var.cpp,jvar,87.5,87.5,0.0,75.0,75.0,0.0
Variant_path_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,80.0,80.0,0.0
Variant_removeProperty_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
Variant_split_char_constmul_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_s_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_toFixed_int_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_toJsonString_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_toStrE_,var.cpp,jvar,0.0,85.71,85.71,0.0,75.0,75.0
Variant_toString_,var.cpp,jvar,0.0,100.0,100.0,0.0,100.0,100.0
Variant_typeName_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
StrPair_GetStr_,tinyxml2.cpp,tinyxml2,93.75,93.75,0.0,73.68,76.32,2.63
StrPair_ParseName_charmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
StrPair_ParseText_charmul_char_constmul_int_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,64.29,64.29,0.0
StrPair_Reset_,tinyxml2.cpp,tinyxml2,80.0,100.0,20.0,50.0,100.0,50.0
StrPair_SetStr_char_constmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
StrPair_TransferTo_StrPairmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,60.0,60.0
XMLAttribute_QueryBoolValue_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryDoubleValue_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryFloatValue_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryInt64Value_int64_tmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,100.0,100.0
XMLAttribute_QueryIntValue_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryUnsigned64Value_uint64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryUnsignedValue_unsigned_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLComment_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLComment_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLComment_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLDeclaration_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLDeclaration_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLDeclaration_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLDocument_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,66.67,88.89,22.22,37.5,62.5,25.0
XMLDocument_DeepCopy_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLDocument_DeleteNode_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,66.67,66.67,0.0
XMLDocument_Identify_charmul_XMLNodemulmul_bool_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLDocument_MarkInUse_XMLNode_constmul_const_,tinyxml2.cpp,tinyxml2,90.0,90.0,0.0,37.5,37.5,0.0
XMLDocument_Parse_char_constmul_size_t_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,87.5,87.5,0.0
XMLElement_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,88.89,88.89,0.0,37.5,37.5,0.0
XMLElement_Attribute_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_DeleteAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,90.91,100.0,9.09,83.33,83.33,0.0
XMLElement_DeleteAttribute_XMLAttributemul_,tinyxml2.cpp,tinyxml2,80.0,80.0,0.0,50.0,50.0,0.0
XMLElement_FindAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_GetText_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryBoolText_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryDoubleText_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryFloatText_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryInt64Text_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryIntText_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryUnsigned64Text_uint64_tmul_,tinyxml2.cpp,tinyxml2,83.33,100.0,16.67,75.0,100.0,25.0
XMLElement_QueryUnsignedText_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_SetText_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,0.0,73.33,73.33,0.0,50.0,50.0
XMLNode_ChildElementCount_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_ChildElementCount_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_DeepClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,90.91,100.0,9.09,50.0,66.67,16.67
XMLNode_DeleteChildren_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_DeleteChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_FirstChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,14.29,100.0,85.71,0.0,75.0,75.0
XMLNode_InsertAfterChild_XMLNodemul_XMLNodemul_,tinyxml2.cpp,tinyxml2,69.57,69.57,0.0,43.75,43.75,0.0
XMLNode_InsertEndChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,65.22,65.22,0.0,28.57,28.57,0.0
XMLNode_InsertFirstChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,65.22,100.0,34.78,28.57,42.86,14.29
XMLNode_LastChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLNode_NextSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,42.86,42.86,0.0,0.0,0.0,0.0
XMLNode_PreviousSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLNode_SetValue_char_constmul_bool_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_Value_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLPrinter_CloseElement_bool_,tinyxml2.cpp,tinyxml2,0.0,93.33,93.33,0.0,75.0,75.0
XMLPrinter_VisitEnter_XMLDocument_const_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLPrinter_VisitEnter_XMLElement_const_XMLAttribute_constmul_,tinyxml2.cpp,tinyxml2,66.67,100.0,33.33,50.0,100.0,50.0
XMLPrinter_XMLPrinter_FILEmul_bool_int_EscapeAposCharsInAttributes_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,62.5,62.5,0.0
XMLText_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLText_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLText_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUnknown_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUnknown_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUnknown_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLUtil_ConvertUTF32ToUTF8_unsigned_long_charmul_intmul_,tinyxml2.cpp,tinyxml2,93.1,93.1,0.0,80.0,80.0,0.0
XMLUtil_GetCharacterRef_char_constmul_charmul_intmul_,tinyxml2.cpp,tinyxml2,92.0,94.0,2.0,76.92,80.77,3.85
XMLUtil_ReadBOM_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,62.5,62.5,0.0
XMLUtil_SetBoolSerialization_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToBool_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,80.0,80.0,0.0
XMLUtil_ToDouble_char_constmul_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToFloat_char_constmul_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToInt64_char_constmul_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToInt_char_constmul_intmul_,tinyxml2.cpp,tinyxml2,87.5,100.0,12.5,66.67,83.33,16.67
XMLUtil_ToStr_bool_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_double_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_float_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_int64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_int_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_uint64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_unsigned_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToUnsigned64_char_constmul_uint64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToUnsigned_char_constmul_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
AVERAGE - LLM4CPP,,llm4cpp,78.56,92.19,13.63,59.63,69.94,10.31
