Function Name,File Name,Project,Initial Statement Coverage,Total Statement Coverage,Statement Coverage Change,Initial Branch Coverage,Total Branch Coverage,Branch Coverage Change
JsonParser_parseValue_Variant_,json.cpp,jvar,61.9,61.9,0.0,64.29,64.29,0.0
dbl2str_double_,str.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
equalCI_char_constmul_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
equal_char_constmul_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
formatr_char_constmul_,str.cpp,jvar,77.78,77.78,0.0,25.0,25.0,0.0
format_string_char_constmul_,str.cpp,jvar,0.0,71.43,71.43,0.0,25.0,25.0
int2str_longint_,str.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
lowerCase_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
makeUnicode_char_constmul_int_intmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
makeUTF8_uint_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Parser_captureDelim_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
Parser_Parser_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Parser_setError_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathChild_std_string_const_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathParent_std_string_const_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
pathThisProc_char_constmul_,str.cpp,jvar,63.64,63.64,0.0,50.0,50.0,0.0
replaceAll_std_string_std_string_const_std_string_const_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Replacer_c_str_,str.cpp,jvar,100.0,100.0,0.0,50.0,50.0,0.0
Replacer_replace_int_int_char_constmul_,str.cpp,jvar,87.5,100.0,12.5,66.67,83.33,16.67
Replacer_setSrc_char_constmul_,str.cpp,jvar,40.0,100.0,60.0,0.0,0.0,0.0
Replacer_str_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Splitter_get_,str.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
str2baseint_string_const_int_boolmul_,str.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
str2dbl_string_const_boolmul_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
StrBld_appendFmt_char_constmul_,str.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
StrBld_appendVFmt_char_constmul_va_list_,str.cpp,jvar,0.0,58.82,58.82,0.0,33.33,33.33
StrBld_stripQuotes_bool_,str.cpp,jvar,100.0,100.0,0.0,83.33,83.33,0.0
strHashSedgewick_char_constmul_size_t_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
trimLeft_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
trimRight_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
upperCase_std_string_,str.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
vformat_string_char_constmul_va_list_,str.cpp,jvar,88.24,88.24,0.0,66.67,66.67,0.0
Variant_addEnv_char_constmul_Variant_const_,var.cpp,jvar,100.0,100.0,0.0,50.0,50.0,0.0
Variant_addOrModifyProperty_char_constmul_,var.cpp,jvar,75.0,75.0,0.0,37.5,37.5,0.0
Variant_addProperty_char_constmul_Variant_const_,var.cpp,jvar,80.0,80.0,0.0,50.0,50.0,0.0
Variant_append_Variant_const_,var.cpp,jvar,90.0,90.0,0.0,83.33,83.33,0.0
Variant_createArray_char_constmul_,var.cpp,jvar,42.86,42.86,0.0,0.0,0.0,0.0
Variant_createFunction_Variant_mul_Variant_Variant_,var.cpp,jvar,14.29,14.29,0.0,0.0,0.0,0.0
Variant_createObject_char_constmul_,var.cpp,jvar,14.29,14.29,0.0,0.0,0.0,0.0
Variant_eq_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_extInterface_,var.cpp,jvar,0.0,85.71,85.71,0.0,66.67,66.67
Variant_format_char_constmul_,var.cpp,jvar,75.0,75.0,0.0,50.0,50.0,0.0
Variant_getKey_int_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_hasProperty_char_constmul_,var.cpp,jvar,0.0,100.0,100.0,0.0,75.0,75.0
Variant_indexOf_char_constmul_,var.cpp,jvar,0.0,66.67,66.67,0.0,50.0,50.0
Variant_internalAdd_Variant_const_Variant_const_,var.cpp,jvar,86.67,93.33,6.67,85.71,92.86,7.14
Variant_internalSetPtr_Variant_constmul_,var.cpp,jvar,71.43,100.0,28.57,50.0,75.0,25.0
Variant_lastIndexOf_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_length_,var.cpp,jvar,0.0,80.0,80.0,0.0,75.0,75.0
Variant_makeJson_StrBld_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_operator_char_constmul_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_operator_int_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_parseJson_char_constmul_,var.cpp,jvar,37.5,87.5,50.0,50.0,75.0,25.0
Variant_path_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,80.0,80.0,0.0
Variant_removeProperty_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,75.0,75.0,0.0
Variant_split_char_constmul_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_s_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_toFixed_int_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_toJsonString_,var.cpp,jvar,0.0,100.0,100.0,0.0,0.0,0.0
Variant_toStrE_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_toString_,var.cpp,jvar,40.0,100.0,60.0,50.0,100.0,50.0
Variant_typeName_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
AVERAGE - jvar,,jvar,70.52,86.29,15.77,51.81,60.63,8.82
