Function Name,File Name,Project,Initial Statement Coverage,Total Statement Coverage,Statement Coverage Change,Initial Branch Coverage,Total Branch Coverage,Branch Coverage Change
XMLUtil_ConvertUTF32ToUTF8_unsigned_long_charmul_intmul_,tinyxml2.cpp,tinyxml2,93.1,93.1,0.0,80.0,80.0,0.0
XMLUtil_GetCharacterRef_char_constmul_charmul_intmul_,tinyxml2.cpp,tinyxml2,94.0,94.0,0.0,80.77,80.77,0.0
XMLUtil_ReadBOM_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
XMLUtil_SetBoolSerialization_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToBool_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,80.0,80.0,0.0
XMLUtil_ToDouble_char_constmul_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToFloat_char_constmul_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToInt64_char_constmul_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToInt_char_constmul_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToStr_bool_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_double_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_float_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_int64_t_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_int_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_uint64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_unsigned_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToUnsigned64_char_constmul_uint64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToUnsigned_char_constmul_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
AVERAGE - tinyxml2,,tinyxml2,62.74,62.74,0.0,38.98,38.98,0.0
