Function Name,File Name,Project,Initial Statement Coverage,Total Statement Coverage,Statement Coverage Change,Initial Branch Coverage,Total Branch Coverage,Branch Coverage Change
Variant_addOrModifyProperty_char_constmul_,var.cpp,jvar,0.0,41.67,41.67,0.0,12.5,12.5
Variant_addProperty_char_constmul_Variant_const_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_append_Variant_const_,var.cpp,jvar,0.0,20.0,20.0,0.0,16.67,16.67
Variant_createArray_char_constmul_,var.cpp,jvar,71.43,71.43,0.0,50.0,50.0,0.0
Variant_createFunction_Variant_mul_Variant_Variant_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_createObject_char_constmul_,var.cpp,jvar,71.43,71.43,0.0,50.0,50.0,0.0
Variant_eq_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_extInterface_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_format_char_constmul_,var.cpp,jvar,0.0,66.67,66.67,0.0,33.33,33.33
Variant_getKey_int_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_hasProperty_char_constmul_,var.cpp,jvar,0.0,60.0,60.0,0.0,25.0,25.0
Variant_indexOf_char_constmul_,var.cpp,jvar,66.67,66.67,0.0,50.0,50.0,0.0
Variant_internalAdd_Variant_const_Variant_const_,var.cpp,jvar,0.0,46.67,46.67,0.0,42.86,42.86
Variant_internalSetPtr_Variant_constmul_,var.cpp,jvar,0.0,71.43,71.43,0.0,50.0,50.0
Variant_lastIndexOf_char_constmul_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_length_,var.cpp,jvar,0.0,60.0,60.0,0.0,50.0,50.0
Variant_makeJson_StrBld_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_operator_char_constmul_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_operator_int_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_parseJson_char_constmul_,var.cpp,jvar,0.0,75.0,75.0,0.0,50.0,50.0
Variant_path_char_constmul_,var.cpp,jvar,0.0,66.67,66.67,0.0,50.0,50.0
Variant_removeProperty_char_constmul_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_split_char_constmul_char_constmul_,var.cpp,jvar,100.0,100.0,0.0,100.0,100.0,0.0
Variant_s_,var.cpp,jvar,0.0,100.0,100.0,0.0,50.0,50.0
Variant_toFixed_int_,var.cpp,jvar,0.0,85.71,85.71,0.0,50.0,50.0
Variant_toJsonString_,var.cpp,jvar,100.0,100.0,0.0,0.0,0.0,0.0
Variant_toStrE_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_toString_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
Variant_typeName_,var.cpp,jvar,0.0,0.0,0.0,0.0,0.0,0.0
StrPair_GetStr_,tinyxml2.cpp,tinyxml2,0.0,12.5,12.5,0.0,10.53,10.53
StrPair_ParseName_charmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
StrPair_ParseText_charmul_char_constmul_int_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,64.29,64.29,0.0
StrPair_Reset_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
StrPair_SetStr_char_constmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
StrPair_TransferTo_StrPairmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,60.0,60.0
XMLAttribute_QueryBoolValue_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryDoubleValue_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryFloatValue_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryInt64Value_int64_tmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,100.0,100.0
XMLAttribute_QueryIntValue_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLAttribute_QueryUnsigned64Value_uint64_tmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,100.0,100.0
XMLAttribute_QueryUnsignedValue_unsigned_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLComment_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLComment_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLComment_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLDeclaration_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLDeclaration_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLDeclaration_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLDocument_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,0.0,66.67,66.67,0.0,25.0,25.0
XMLDocument_DeepCopy_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,66.67,66.67,0.0
XMLDocument_DeleteNode_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,66.67,66.67,0.0
XMLDocument_Identify_charmul_XMLNodemulmul_bool_,tinyxml2.cpp,tinyxml2,87.5,93.75,6.25,64.29,71.43,7.14
XMLDocument_MarkInUse_XMLNode_constmul_const_,tinyxml2.cpp,tinyxml2,90.0,90.0,0.0,37.5,37.5,0.0
XMLDocument_Parse_char_constmul_size_t_,tinyxml2.cpp,tinyxml2,73.68,100.0,26.32,75.0,87.5,12.5
XMLElement_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
XMLElement_Attribute_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_DeleteAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,90.91,100.0,9.09,83.33,83.33,0.0
XMLElement_DeleteAttribute_XMLAttributemul_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
XMLElement_FindAttribute_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_GetText_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryBoolText_boolmul_,tinyxml2.cpp,tinyxml2,0.0,83.33,83.33,0.0,75.0,75.0
XMLElement_QueryDoubleText_doublemul_,tinyxml2.cpp,tinyxml2,0.0,50.0,50.0,0.0,25.0,25.0
XMLElement_QueryFloatText_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_QueryInt64Text_int64_tmul_,tinyxml2.cpp,tinyxml2,0.0,83.33,83.33,0.0,75.0,75.0
XMLElement_QueryIntText_intmul_,tinyxml2.cpp,tinyxml2,0.0,83.33,83.33,0.0,75.0,75.0
XMLElement_QueryUnsigned64Text_uint64_tmul_,tinyxml2.cpp,tinyxml2,0.0,66.67,66.67,0.0,50.0,50.0
XMLElement_QueryUnsignedText_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLElement_SetText_char_constmul_,tinyxml2.cpp,tinyxml2,75.0,100.0,25.0,50.0,100.0,50.0
XMLElement_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLElement_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,90.0,90.0,0.0
XMLNode_ChildElementCount_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_ChildElementCount_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLNode_DeepClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,0.0,0.0,0.0,0.0,0.0,0.0
XMLNode_DeleteChildren_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_DeleteChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLNode_FirstChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,71.43,100.0,28.57,50.0,75.0,25.0
XMLNode_InsertAfterChild_XMLNodemul_XMLNodemul_,tinyxml2.cpp,tinyxml2,69.57,82.61,13.04,43.75,50.0,6.25
XMLNode_InsertEndChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,42.86,42.86,0.0
XMLNode_InsertFirstChild_XMLNodemul_,tinyxml2.cpp,tinyxml2,86.96,100.0,13.04,35.71,42.86,7.14
XMLNode_LastChildElement_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,75.0,75.0,0.0
XMLNode_NextSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,42.86,85.71,42.86,0.0,50.0,50.0
XMLNode_PreviousSiblingElement_char_constmul_,tinyxml2.cpp,tinyxml2,42.86,85.71,42.86,0.0,50.0,50.0
XMLNode_SetValue_char_constmul_bool_,tinyxml2.cpp,tinyxml2,66.67,100.0,33.33,50.0,100.0,50.0
XMLNode_Value_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLPrinter_CloseElement_bool_,tinyxml2.cpp,tinyxml2,0.0,86.67,86.67,0.0,50.0,50.0
XMLPrinter_VisitEnter_XMLDocument_const_,tinyxml2.cpp,tinyxml2,75.0,75.0,0.0,50.0,50.0,0.0
XMLPrinter_VisitEnter_XMLElement_const_XMLAttribute_constmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,75.0,75.0
XMLPrinter_XMLPrinter_FILEmul_bool_int_EscapeAposCharsInAttributes_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLText_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,50.0,50.0,0.0
XMLText_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLText_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLUnknown_Accept_XMLVisitormul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLUnknown_ShallowClone_XMLDocumentmul_,tinyxml2.cpp,tinyxml2,75.0,100.0,25.0,50.0,50.0,0.0
XMLUnknown_ShallowEqual_XMLNode_constmul_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,50.0,50.0
XMLUtil_ConvertUTF32ToUTF8_unsigned_long_charmul_intmul_,tinyxml2.cpp,tinyxml2,93.1,93.1,0.0,80.0,80.0,0.0
XMLUtil_GetCharacterRef_char_constmul_charmul_intmul_,tinyxml2.cpp,tinyxml2,0.0,84.0,84.0,0.0,61.54,61.54
XMLUtil_ReadBOM_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,62.5,62.5,0.0
XMLUtil_SetBoolSerialization_char_constmul_char_constmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToBool_char_constmul_boolmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,80.0,80.0,0.0
XMLUtil_ToDouble_char_constmul_doublemul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToFloat_char_constmul_floatmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToInt64_char_constmul_int64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToInt_char_constmul_intmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,83.33,83.33,0.0
XMLUtil_ToStr_bool_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_double_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_float_charmul_int_,tinyxml2.cpp,tinyxml2,0.0,100.0,100.0,0.0,0.0,0.0
XMLUtil_ToStr_int64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_int_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_uint64_t_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToStr_unsigned_charmul_int_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,0.0,0.0,0.0
XMLUtil_ToUnsigned64_char_constmul_uint64_tmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
XMLUtil_ToUnsigned_char_constmul_unsignedmul_,tinyxml2.cpp,tinyxml2,100.0,100.0,0.0,100.0,100.0,0.0
AVERAGE - NO_CONTEXT,,no_context,45.82,73.86,28.04,31.83,50.23,18.4
